"名称","個別医薬品コード","長径","短径","直径","厚さ"
"ドネペジル塩酸塩錠10mg「NP」","1190012F5080","","","8.6mm","4.4mm"
"ドネペジル塩酸塩錠10mg「TSU」","1190012F5110","","","約 7.6mm","約 3.6mm"
"ドネペジル塩酸塩錠10mg「アメル」","1190012F5145","","","約8.6mm","約4.7mm"
"ドネペジル塩酸塩錠10mg「オーハラ」","1190012F5153","","","8.6mm","4.9mm"
"ドネペジル塩酸塩錠10mg「杏林」","1190012F5170","","","8.6mm","4.8mm"
"ドネペジル塩酸塩錠10mg「サワイ」","1190012F5196","","","8.6mm","4.8mm"
"ドネペジル塩酸塩錠10mg「トーワ」","1190012F5234","","","8.5mm","3.8mm"
"ドネペジル塩酸塩錠10mg「日医工」","1190012F5242","","","8.6mm","4.4mm"
"ドネペジル塩酸塩錠10mg「明治」","1190012F5269","","","8.6（mm）","4.8（mm）"
"ドネペジル塩酸塩錠10mg「クニヒロ」","1190012F5277","","","8.7mm","4.8mm"
"ドネペジル塩酸塩OD錠10mg「DSEP」","1190012F6036","","","9.5mm","4.0mm"
"ドネペジル塩酸塩OD錠10mg「NP」","1190012F6087","","","8.5mm","3.5mm"
"ドネペジル塩酸塩OD錠10mg「TCK」","1190012F6109","","","9.5mm","3.3mm"
"ドネペジル塩酸塩OD錠10mg「YD」","1190012F6125","","","約9.5mm","約3.3mm"
"ドネペジル塩酸塩OD錠10mg「ZE」","1190012F6133","","","8.5mm","3.5mm"
"ドネペジル塩酸塩OD錠10mg「アメル」","1190012F6141","","","約9.5mm","約3.6mm"
"ドネペジル塩酸塩OD錠10mg「オーハラ」","1190012F6150","","","9.5mm","4.0mm"
"ドネペジル塩酸塩OD錠10mg「杏林」","1190012F6176","","","9.5mm","3.3mm"
"ドネペジル塩酸塩OD錠10mg「サワイ」","1190012F6192","","","9.5mm","4.0mm"
"ドネペジル塩酸塩OD錠10mg「サンド」","1190012F6206","","","9.5mm","3.4mm"
"ドネペジル塩酸塩OD錠10mg「テバ」","1190012F6230","","","9.5mm","4.1mm"
"ドネペジル塩酸塩OD錠10mg「トーワ」","1190012F6249","","","9.5mm","4.7mm"
"ドネペジル塩酸塩OD錠10mg「日医工」","1190012F6257","","","8.5mm","3.5mm"
"ドネペジル塩酸塩OD錠10mg「明治」","1190012F6273","","","9.5（mm）","3.8（mm）"
"ドネペジル塩酸塩OD錠10mg「クニヒロ」","1190012F6303","","","9.4mm","3.6mm"
"ドネペジル塩酸塩OD錠10mg「ニプロ」","1190012F6311","","","8.5mm","3.5mm"
"セレジスト錠5mg","1190014F1033","","","7.0mm","3.0mm"
"タルチレリン錠5mg「アメル」","1190014F1050","","","約7.0mm","約3.0mm"
"タルチレリン錠5mg「サワイ」","1190014F1068","","","7.0mm","3.0mm"
"セレジストOD錠5mg","1190014F2021","","","7.0mm","3.0mm"
"タルチレリンOD錠5mg「日医工」","1190014F2030","","","7.0mm","2.9mm"
"タルチレリンOD錠5mg「アメル」","1190014F2056","","","約7.0mm","約2.6mm"
"タルチレリンOD錠5mg「サワイ」","1190014F2064","","","7.0mm","2.9mm"
"レミッチOD錠2.5μg","1190015F1020","","","7.1mm","約3.2mm"
"ナルフラフィン塩酸塩OD錠2.5μg「サワイ」","1190015F1038","","","7.1mm","3.9mm"
"ナルフラフィン塩酸塩OD錠2.5μg「フソー」","1190015F1046","","","7.1mm","3.9mm"
"ナルフラフィン塩酸塩カプセル2.5μg「BMD」","1190015M1045","約9.7mm","約6.4mm","",""
"ナルフラフィン塩酸塩カプセル2.5μg「キッセイ」","1190015M1070","約9.7mm","約6.4mm","",""
"ナルフラフィン塩酸塩カプセル2.5μg「ケミファ」","1190015M1088","","約6.4mm","約9.7mm",""
"ナルフラフィン塩酸塩カプセル2.5μg「トーワ」","1190015M1096","","","約9.9mm×約6.7mm",""
"ナルフラフィン塩酸塩カプセル2.5μg「ニプロ」","1190015M1118","9.9mm","6.7mm","",""
"ロゼレム錠8mg","1190016F1024","","","7.1mm","3.6mm"
"ラメルテオン錠8mg「武田テバ」","1190016F1032","","","7.1mm","3.6mm"
"ラメルテオン錠8mg「杏林」","1190016F1059","","","7.1mm","3.5mm"
"ラメルテオン錠8mg「サワイ」","1190016F1067","","","7.1mm","3.6mm"
"ラメルテオン錠8mg「トーワ」","1190016F1075","","","7.2mm","3.6mm"
"プレガバリンOD錠25mg「DSEP」","1190017F1037","","","6.0mm","3.0mm"
"プレガバリンOD錠25mg「KMP」","1190017F1053","","","6.5mm","3.4mm"
"プレガバリンOD錠25mg「NPI」","1190017F1070","","","6.0mm","3.0mm"
"プレガバリンOD錠25mg「YD」","1190017F1088","","","約6.0mm","約2.9mm"
"プレガバリンOD錠25mg「ZE」","1190017F1096","","","6.5mm","3.2mm"
"プレガバリンOD錠25mg「アメル」","1190017F1100","","","約6.1mm","約2.6mm"
"プレガバリンOD錠25mg「オーハラ」","1190017F1118","","","6.5mm","3.4mm"
"プレガバリンOD錠25mg「科研」","1190017F1126","","","6.1mm","3.1mm"
"プレガバリンOD錠25mg「杏林」","1190017F1134","","","6.5 mm","3.4 mm"
"プレガバリンOD錠25mg「ケミファ」","1190017F1142","","","6.0mm","3.0mm"
"プレガバリンOD錠25mg「サワイ」","1190017F1150","","","6.1mm","3.2mm"
"プレガバリンOD錠25mg「武田テバ」","1190017F1177","","","6.6mm","2.9mm"
"プレガバリンOD錠25mg「トーワ」","1190017F1185","","","6.0mm","2.9mm"
"プレガバリンOD錠25mg「日医工」","1190017F1193","","","6.1mm","2.8mm"
"プレガバリンOD錠25mg「ニプロ」","1190017F1207","","","6.5mm","3.2mm"
"プレガバリンOD錠25mg「三笠」","1190017F1231","","","約6.0mm","約2.9mm"
"プレガバリンOD錠25mg「TCK」","1190017F1258","","","6.0mm","2.9mm"
"プレガバリンOD錠75mg「DSEP」","1190017F2033","","","8.0mm","4.2mm"
"プレガバリンOD錠75mg「KMP」","1190017F2050","","","8.0mm","4.6mm"
"プレガバリンOD錠75mg「NPI」","1190017F2076","","","8.0mm","4.2mm"
"プレガバリンOD錠75mg「YD」","1190017F2084","","","約8.3mm","約4.7mm"
"プレガバリンOD錠75mg「ZE」","1190017F2092","","","9.5mm","4.7mm"
"プレガバリンOD錠75mg「アメル」","1190017F2106","","","約8.1mm","約4.1mm"
"プレガバリンOD錠75mg「オーハラ」","1190017F2114","","","8.0mm","4.6mm"
"プレガバリンOD錠75mg「科研」","1190017F2122","","","8.4mm","4.9mm"
"プレガバリンOD錠75mg「杏林」","1190017F2130","","","8.0 mm","4.6 mm"
"プレガバリンOD錠75mg「ケミファ」","1190017F2149","","","8.0mm","4.2mm"
"プレガバリンOD錠75mg「サワイ」","1190017F2157","","","8.1mm","3.8mm"
"プレガバリンOD錠75mg「武田テバ」","1190017F2173","","","9.1mm","4.3mm"
"プレガバリンOD錠75mg「トーワ」","1190017F2181","","","8.5mm","4.5mm"
"プレガバリンOD錠75mg「日医工」","1190017F2190","","","8.4mm","4.7mm"
"プレガバリンOD錠75mg「ニプロ」","1190017F2203","","","9.5mm","4.7mm"
"プレガバリンOD錠75mg「三笠」","1190017F2238","","","約8.3mm","約4.7mm"
"プレガバリンOD錠75mg「TCK」","1190017F2254","","","8.3mm","4.7mm"
"プレガバリンOD錠150mg「DSEP」","1190017F3030","","","10.0mm","5.5mm"
"プレガバリンOD錠150mg「KMP」","1190017F3056","","","10.5mm","5.7mm"
"プレガバリンOD錠150mg「NPI」","1190017F3072","","","10.0mm","5.5mm"
"プレガバリンOD錠150mg「YD」","1190017F3080","","","約10.5mm","約5.9mm"
"プレガバリンOD錠150mg「ZE」","1190017F3099","16.0mm","7.4mm","","6.2mm"
"プレガバリンOD錠150mg「アメル」","1190017F3102","","","約10.6mm","約5.0mm"
"プレガバリンOD錠150mg「オーハラ」","1190017F3110","","","10.5mm","5.7mm"
"プレガバリンOD錠150mg「科研」","1190017F3129","","","10.6mm","6.2mm"
"プレガバリンOD錠150mg「杏林」","1190017F3137","","","10.5 mm","5.7 mm"
"プレガバリンOD錠150mg「ケミファ」","1190017F3145","","","10.0mm","5.5mm"
"プレガバリンOD錠150mg「サワイ」","1190017F3153","","","10.1mm","4.9mm"
"プレガバリンOD錠150mg「武田テバ」","1190017F3170","","","12.1mm","5.1mm"
"プレガバリンOD錠150mg「トーワ」","1190017F3188","15.5mm","7.0mm","","5.6mm"
"プレガバリンOD錠150mg「日医工」","1190017F3196","","","10.6mm","6.1mm"
"プレガバリンOD錠150mg「ニプロ」","1190017F3200","16.0mm","7.4mm","","6.2mm"
"プレガバリンOD錠150mg「三笠」","1190017F3234","","","約10.5mm","約5.9mm"
"プレガバリンOD錠150mg「TCK」","1190017F3250","","","10.5mm","5.9mm"
"プレガバリンOD錠50mg「YD」","1190017F4036","","","約7.5mm","約3.8mm"
"プレガバリンOD錠50mg「武田テバ」","1190017F4044","","","8.1mm","3.8mm"
"プレガバリンOD錠50mg「日医工」","1190017F4052","","","7.6mm","4.0mm"
"プレガバリンOD錠50mg「三笠」","1190017F4060","","","約7.5mm","約3.8mm"
"メマリー錠5mg","1190018F1023","","","6.1mm","約2.7mm"
"メマンチン塩酸塩錠5mg「DSEP」","1190018F1031","","","6.1mm","約2.7mm"
"メマンチン塩酸塩錠5mg「アメル」","1190018F1066","","","約6.1mm","約2.9mm"
"メマンチン塩酸塩錠5mg「オーハラ」","1190018F1074","","","7.1mm","3.9mm"
"メマンチン塩酸塩錠5mg「サワイ」","1190018F1082","","","6.1mm","2.7mm"
"メマンチン塩酸塩錠5mg「トーワ」","1190018F1090","","","6.1mm","2.7mm"
"メマンチン塩酸塩錠5mg「ニプロ」","1190018F1104","","","6.1mm","2.8mm"
"メマンチン塩酸塩錠5mg「明治」","1190018F1112","","","6.1（mm）","2.7（mm）"
"メマリー錠10mg","1190018F2020","","","7.1mm","約3.1mm"
"メマンチン塩酸塩錠10mg「DSEP」","1190018F2038","","","7.1mm","約3.1mm"
"メマンチン塩酸塩錠10mg「アメル」","1190018F2062","","","約7.1mm","約3.4mm"
"メマンチン塩酸塩錠10mg「オーハラ」","1190018F2070","","","7.1mm","3.9mm"
"メマンチン塩酸塩錠10mg「サワイ」","1190018F2089","","","7.1mm","3.1mm"
"メマンチン塩酸塩錠10mg「トーワ」","1190018F2097","","","7.1mm","3.1mm"
"メマンチン塩酸塩錠10mg「ニプロ」","1190018F2100","","","7.1mm","3.1mm"
"メマンチン塩酸塩錠10mg「明治」","1190018F2119","","","7.1（mm）","3.1（mm）"
"メマリー錠20mg","1190018F3026","12.1mm","6.1mm","","約4.4mm"
"メマンチン塩酸塩錠20mg「DSEP」","1190018F3034","12.1mm","6.1mm","","約4.4mm"
"メマンチン塩酸塩錠20mg「アメル」","1190018F3069","約12.1mm","約6.1mm","","約4.2mm"
"メマンチン塩酸塩錠20mg「オーハラ」","1190018F3077","","","7.1mm","3.9mm"
"メマンチン塩酸塩錠20mg「サワイ」","1190018F3085","","","12.1mm×6.1mm","4.4mm"
"メマンチン塩酸塩錠20mg「トーワ」","1190018F3093","12.1mm","6.1mm","","4.4mm"
"メマンチン塩酸塩錠20mg「ニプロ」","1190018F3107","12.1mm","6.1mm","","4.5mm"
"メマンチン塩酸塩錠20mg「明治」","1190018F3115","","","7.1（mm）","3.1（mm）"
"メマリーOD錠5mg","1190018F4022","","","6.1mm","約3.2mm"
"メマンチン塩酸塩OD錠5mg「DSEP」","1190018F4030","","","6.1mm","約3.2mm"
"メマンチン塩酸塩OD錠5mg「TCK」","1190018F4073","","","6.1mm","3.2mm"
"メマンチン塩酸塩OD錠5mg「YD」","1190018F4081","","","約6.0mm","約3.0mm"
"メマンチン塩酸塩OD錠5mg「ZE」","1190018F4090","","","6.1mm","3.2mm"
"メマンチン塩酸塩OD錠5mg「アメル」","1190018F4103","","","約6.1mm","約3.2mm"
"メマンチン塩酸塩OD錠5mg「オーハラ」","1190018F4111","","","8.1mm","3.9mm"
"メマンチン塩酸塩OD錠5mg「杏林」","1190018F4120","","","6.0mm","3.0mm"
"メマンチン塩酸塩OD錠5mg「クラシエ」","1190018F4138","","","6.1mm","3.1mm"
"メマンチン塩酸塩OD錠5mg「ケミファ」","1190018F4146","","","6.1mm","3.2mm"
"メマンチン塩酸塩OD錠5mg「サワイ」","1190018F4154","","","6.0mm","3.2mm"
"メマンチン塩酸塩OD錠5mg「トーワ」","1190018F4197","","","6.0mm","3.2mm"
"メマンチン塩酸塩OD錠5mg「日医工」","1190018F4200","","","約5.5mm","約2.9mm"
"メマンチン塩酸塩OD錠5mg「ニプロ」","1190018F4227","","","6.1mm","3.3mm"
"メマンチン塩酸塩OD錠5mg「明治」","1190018F4243","","","6.1（mm）","3.2（mm）"
"メマンチン塩酸塩OD錠5mg「NIG」","1190018F4251","","","6.0mm","2.95mm"
"メマリーOD錠10mg","1190018F5029","","","7.6mm","約3.6mm"
"メマンチン塩酸塩OD錠10mg「DSEP」","1190018F5037","","","7.6mm","約3.6mm"
"メマンチン塩酸塩OD錠10mg「TCK」","1190018F5070","","","7.6mm","3.6mm"
"メマンチン塩酸塩OD錠10mg「YD」","1190018F5088","","","約7.5mm","約3.5mm"
"メマンチン塩酸塩OD錠10mg「ZE」","1190018F5096","","","7.6mm","3.6mm"
"メマンチン塩酸塩OD錠10mg「アメル」","1190018F5100","","","約7.6mm","約3.7mm"
"メマンチン塩酸塩OD錠10mg「オーハラ」","1190018F5118","","","8.1mm","3.9mm"
"メマンチン塩酸塩OD錠10mg「杏林」","1190018F5126","","","7.5mm","3.5mm"
"メマンチン塩酸塩OD錠10mg「クラシエ」","1190018F5134","","","7.6mm","3.6mm"
"メマンチン塩酸塩OD錠10mg「ケミファ」","1190018F5142","","","7.6mm","3.6mm"
"メマンチン塩酸塩OD錠10mg「サワイ」","1190018F5150","","","7.5mm","3.6mm"
"メマンチン塩酸塩OD錠10mg「トーワ」","1190018F5193","","","7.5mm","3.5mm"
"メマンチン塩酸塩OD錠10mg「日医工」","1190018F5207","","","約7.0mm","約3.0mm"
"メマンチン塩酸塩OD錠10mg「ニプロ」","1190018F5223","","","7.6mm","3.6mm"
"メマンチン塩酸塩OD錠10mg「明治」","1190018F5240","","","7.6（mm）","3.6（mm）"
"メマンチン塩酸塩OD錠10mg「NIG」","1190018F5258","","","7.5mm","3.3mm"
"メマリーOD錠20mg","1190018F6025","","","9.1mm","約4.9mm"
"メマンチン塩酸塩OD錠20mg「DSEP」","1190018F6033","","","9.1mm","約4.9mm"
"メマンチン塩酸塩OD錠20mg「TCK」","1190018F6076","","","9.1mm","4.9mm"
"メマンチン塩酸塩OD錠20mg「YD」","1190018F6084","","","約9.0mm","約4.8mm"
"メマンチン塩酸塩OD錠20mg「ZE」","1190018F6092","","","9.1mm","4.9mm"
"メマンチン塩酸塩OD錠20mg「アメル」","1190018F6106","","","約9.1mm","約5.0mm"
"メマンチン塩酸塩OD錠20mg「オーハラ」","1190018F6114","","","8.1mm","3.9mm"
"メマンチン塩酸塩OD錠20mg「杏林」","1190018F6122","","","9.0mm","4.8mm"
"メマンチン塩酸塩OD錠20mg「クラシエ」","1190018F6130","","","9.1mm","4.8mm"
"メマンチン塩酸塩OD錠20mg「ケミファ」","1190018F6149","","","9.1mm","4.9mm"
"メマンチン塩酸塩OD錠20mg「サワイ」","1190018F6157","","","9.0mm","4.9mm"
"メマンチン塩酸塩OD錠20mg「トーワ」","1190018F6190","","","9.0mm","4.9mm"
"メマンチン塩酸塩OD錠20mg「日医工」","1190018F6203","","","約8.5mm","約4.0mm"
"メマンチン塩酸塩OD錠20mg「ニプロ」","1190018F6220","","","9.1mm","4.9mm"
"メマンチン塩酸塩OD錠20mg「明治」","1190018F6246","","","9.1（mm）","4.9（mm）"
"メマンチン塩酸塩OD錠20mg「NIG」","1190018F6254","","","9.0mm","4.5mm"
"メマンチン塩酸塩OD錠15mg「TCK」","1190018F7021","","","8.1mm","4.5mm"
"メマンチン塩酸塩OD錠15mg「クラシエ」","1190018F7030","","","8.1mm","4.5mm"
"メマンチン塩酸塩OD錠15mg「ケミファ」","1190018F7048","","","8.1mm","4.5mm"
"ガランタミンOD錠4mg「DSEP」","1190019F4035","","","7.1mm","2.9mm"
"ガランタミンOD錠4mg「YD」","1190019F4051","","","約7.0mm","約3.5mm"
"ガランタミンOD錠4mg「アメル」","1190019F4060","","","約7.1mm","約2.9mm"
"ガランタミンOD錠4mg「サワイ」","1190019F4078","","","7.0mm","2.9mm"
"ガランタミンOD錠4mg「トーワ」","1190019F4094","","","6.0mm","3.0mm"
"ガランタミンOD錠4mg「日医工」","1190019F4108","","","約7.0mm","約3.0mm"
"ガランタミンOD錠4mg「ニプロ」","1190019F4116","","","7.1mm","2.9mm"
"ガランタミンOD錠8mg「DSEP」","1190019F5031","","","7.1mm","2.9mm"
"ガランタミンOD錠8mg「YD」","1190019F5058","","","約7.0mm","約3.5mm"
"ガランタミンOD錠8mg「アメル」","1190019F5066","","","約7.1mm","約2.9mm"
"ガランタミンOD錠8mg「サワイ」","1190019F5074","","","7.0mm","2.9mm"
"ガランタミンOD錠8mg「トーワ」","1190019F5090","","","7.0mm","3.4mm"
"ガランタミンOD錠8mg「日医工」","1190019F5104","","","約7.0mm","約3.0mm"
"ガランタミンOD錠8mg「ニプロ」","1190019F5112","","","7.1mm","2.9mm"
"ガランタミンOD錠12mg「DSEP」","1190019F6038","","","8.1mm","3.4mm"
"ガランタミンOD錠12mg「YD」","1190019F6054","","","約8.0mm","約4.0mm"
"ガランタミンOD錠12mg「アメル」","1190019F6062","","","約8.1mm","約3.4mm"
"ガランタミンOD錠12mg「サワイ」","1190019F6070","","","8.0mm","3.4mm"
"ガランタミンOD錠12mg「トーワ」","1190019F6097","","","8.0mm","3.5mm"
"ガランタミンOD錠12mg「日医工」","1190019F6100","","","約8.0mm","約3.5mm"
"ガランタミンOD錠12mg「ニプロ」","1190019F6119","","","8.1mm","3.4mm"
"レグナイト錠300mg","1190020F1020","15.1mm","8.0mm","","5.7mm"
"コレアジン錠12.5㎎","1190021F1025","","","7.0mm","2.5mm"
"ベルソムラ錠15mg","1190023F1024","10.3mm","5.6mm","","4.0mm"
"ベルソムラ錠20mg","1190023F2020","","","7.9mm","4.9mm"
"ベルソムラ錠10mg","1190023F3027","","","6.4mm","4.1mm"
"テクフィデラカプセル120mg","1190024M1028","","","約7mm",""
"テクフィデラカプセル240mg","1190024M2024","","","約7mm",""
"セリンクロ錠10mg","1190025F1023","","","7.2mm","4.0mm"
"タリージェ錠2.5mg","1190026F1028","","","6.7mm","約3.4mm"
"タリージェ錠5mg","1190026F2024","10.8mm","5.7mm","","約3.8mm"
"タリージェ錠10mg","1190026F3020","12.2mm","6.5mm","","約4.4mm"
"タリージェ錠15mg","1190026F4027","12.2mm","6.5mm","","約4.4mm"
"タリージェOD錠2.5mg","1190026F5023","","","6.6mm","約2.8mm"
"タリージェOD錠5mg","1190026F6020","","","7.1mm","約2.8mm"
"タリージェOD錠10mg","1190026F7026","","","8.1mm","約4.1mm"
"タリージェOD錠15mg","1190026F8022","","","9.6mm","約4.5mm"
"デエビゴ錠2.5mg","1190027F1022","","","7.1mm","3.3mm"
