"名称","個別医薬品コード","長径","短径","直径","厚さ"
"セルトラリン錠50mg「NP」","1179046F2210","","","7.1","3.7"
"セルトラリン錠100mg「アメル」","1179046F3039","","","9.1","4.2"
"セルトラリン錠100mg「ツルハラ」","1179046F3063","","","8.6","4.1"
"セルトラリン錠100mg「明治」","1179046F3071","","","9.1","3.9"
"セルトラリン錠100mg「DSEP」","1179046F3080","","","8.6","4.1"
"セルトラリン錠100mg「TCK」","1179046F3101","12.2","6.1","","4.5"
"セルトラリン錠100mg「杏林」","1179046F3128","12.2","6.1","","4.4"
"セルトラリン錠100mg「ケミファ」","1179046F3136","","","9.6","4.2"
"セルトラリン錠100mg「サワイ」","1179046F3144","","","12.6","4.6"
"セルトラリン錠100mg「YD」","1179046F3187","","","9.6","4.1"
"セルトラリン錠100mg「トーワ」","1179046F3195","","","9.0","4.2"
"セルトラリン錠100mg「NP」","1179046F3217","","","8.6","4.1"
"セルトラリンOD錠25mg「アメル」","1179046F4035","","","7.5","2.8"
"セルトラリンOD錠25mg「トーワ」","1179046F4043","","","8.0","3.5"
"セルトラリンOD錠50mg「アメル」","1179046F5031","","","9.5","3.5"
"セルトラリンOD錠50mg「トーワ」","1179046F5040","","","10.0","4.6"
"セルトラリンOD錠100mg「トーワ」","1179046F6038","","","13.0","5.5"
"モディオダール錠100mg","1179047F1022","12.6","5.5","","3.7"
"ロナセン錠2mg","1179048F1027","","","5.8","2.4"
"ブロナンセリン錠2mg「DSEP」","1179048F1035","","","6","2.3"
"ブロナンセリン錠2mg「DSPB」","1179048F1043","","","5.8","2.4"
"ブロナンセリン錠2mg「YD」","1179048F1060","","","6","2.3"
"ブロナンセリン錠2mg「アメル」","1179048F1078","","","6.0","2.4"
"ブロナンセリン錠2mg「サワイ」","1179048F1086","","","5.8","2.4"
"ブロナンセリン錠2mg「トーワ」","1179048F1108","","","6","2.3"
"ブロナンセリン錠2mg「日医工」","1179048F1116","","","5.8","2.4"
"ブロナンセリン錠2mg「ニプロ」","1179048F1124","","","6.0","2.3"
"ロナセン錠4mg","1179048F2023","","","7.5","2.3"
"ブロナンセリン錠4mg「DSEP」","1179048F2031","","","7.5","2.3"
"ブロナンセリン錠4mg「DSPB」","1179048F2040","","","7.5","2.3"
"ブロナンセリン錠4mg「YD」","1179048F2066","","","7.5","2.3"
"ブロナンセリン錠4mg「アメル」","1179048F2074","","","7.5","2.3"
"ブロナンセリン錠4mg「サワイ」","1179048F2082","","","7.5","2.3"
"ブロナンセリン錠4mg「トーワ」","1179048F2104","","","7.5","2.3"
"ブロナンセリン錠4mg「日医工」","1179048F2112","","","7.5","2.2"
"ブロナンセリン錠4mg「ニプロ」","1179048F2120","","","7.5","2.3"
"ロナセン錠8mg","1179048F3020","","","9","3.2"
"ブロナンセリン錠8mg「DSEP」","1179048F3038","","","9","3.2"
"ブロナンセリン錠8mg「DSPB」","1179048F3046","","","9","3.2"
"ブロナンセリン錠8mg「YD」","1179048F3062","","","9","3.2"
"ブロナンセリン錠8mg「アメル」","1179048F3070","","","9.0","3.2"
"ブロナンセリン錠8mg「サワイ」","1179048F3089","","","9.0","3.2"
"ブロナンセリン錠8mg「トーワ」","1179048F3100","","","9","3.2"
"ブロナンセリン錠8mg「日医工」","1179048F3119","","","9.0","3.1"
"ブロナンセリン錠8mg「ニプロ」","1179048F3127","","","9.0","3.2"
"アトモキセチン錠5mg「DSEP」","1179050F1024","","","5.1","2.8"
"アトモキセチン錠5mg「トーワ」","1179050F1040","","","5.1","2.8"
"アトモキセチン錠5mg「ニプロ」","1179050F1059","","","5.1","2.8"
"アトモキセチン錠10mg「DSEP」","1179050F2020","","","6.6","3.3"
"アトモキセチン錠10mg「トーワ」","1179050F2047","","","6.6","3.3"
"アトモキセチン錠10mg「ニプロ」","1179050F2055","","","6.6","3.3"
"アトモキセチン錠25mg「DSEP」","1179050F3027","","","7.6","3.1"
"アトモキセチン錠25mg「トーワ」","1179050F3043","","","7.6","3.1"
"アトモキセチン錠25mg「ニプロ」","1179050F3051","","","7.6","3.1"
"アトモキセチン錠40mg「DSEP」","1179050F4023","","","8.6","3.7"
"アトモキセチン錠40mg「トーワ」","1179050F4040","","","8.6","3.7"
"アトモキセチン錠40mg「ニプロ」","1179050F4058","","","8.6","3.7"
"アトモキセチンカプセル5mg「アメル」","1179050M1066","15.7","5.9","",""
"アトモキセチンカプセル10mg「アメル」","1179050M2062","15.7","5.9","",""
"アトモキセチンカプセル25mg「アメル」","1179050M3069","15.7","5.9","",""
"アトモキセチンカプセル40mg「アメル」","1179050M4065","15.7","5.9","",""
"リフレックス錠15mg","1179051F1029","10","6","","3.5"
"レメロン錠15mg","1179051F1037","10","6","","3.5"
"ミルタザピン錠15mg「EE」","1179051F1045","","","10.1","3.5"
"ミルタザピン錠15mg「JG」","1179051F1053","10.4","6.1","","3.4"
"ミルタザピン錠15mg「TCK」","1179051F1061","","","6.6","3.1"
"ミルタザピン錠15mg「YD」","1179051F1070","10.1","6.1","","3.5"
"ミルタザピン錠15mg「杏林」","1179051F1100","10.1","6.1","","3.5"
"ミルタザピン錠15mg「サワイ」","1179051F1126","","","10.1","3.5"
"ミルタザピン錠15mg「トーワ」","1179051F1142","10.1","6.1","","3.5"
"ミルタザピン錠15mg「日新」","1179051F1169","10.1","6.1","",""
"ミルタザピン錠15mg「ニプロ」","1179051F1177","10.1","6.1","","3.5"
"ミルタザピン錠15mg「明治」","1179051F1207","10","6","","3.5"
"リフレックス錠30mg","1179051F2025","13","7","","4.6"
"レメロン錠30mg","1179051F2033","13","7","","4.6"
"ミルタザピン錠30mg「EE」","1179051F2041","","","13.1","4.4"
"ミルタザピン錠30mg「JG」","1179051F2050","12.7","7.5","","4.7"
"ミルタザピン錠30mg「TCK」","1179051F2068","","","8.2","3.9"
"ミルタザピン錠30mg「YD」","1179051F2076","13.1","7.1","","4.5"
"ミルタザピン錠30mg「杏林」","1179051F2106","13.1","7.1","","4.2"
"ミルタザピン錠30mg「サワイ」","1179051F2122","","","12.6","4.6"
"ミルタザピン錠30mg「トーワ」","1179051F2149","13.1","7.1","","4.4"
"ミルタザピン錠30mg「日新」","1179051F2165","13.1","7.1","",""
"ミルタザピン錠30mg「ニプロ」","1179051F2173","13.1","7.0","","4.6"
"ミルタザピン錠30mg「明治」","1179051F2203","13","7","","4.6"
"ミルタザピンOD錠15mg「DSEP」","1179051F3021","","","8.0","3.3"
"ミルタザピンOD錠15mg「アメル」","1179051F3030","","","8.1","3.4"
"ミルタザピンOD錠15mg「サワイ」","1179051F3048","","","10.1","3.6"
"ミルタザピンOD錠15mg「トーワ」","1179051F3056","","","8.0","3.3"
"ミルタザピンOD錠15mg「ニプロ」","1179051F3064","","","8.0","3.4"
"ミルタザピンOD錠30mg「DSEP」","1179051F4028","","","10.0","4.3"
"ミルタザピンOD錠30mg「アメル」","1179051F4036","","","10.1","4.6"
"ミルタザピンOD錠30mg「サワイ」","1179051F4044","","","12.6","4.9"
"ミルタザピンOD錠30mg「トーワ」","1179051F4052","","","10.0","4.3"
"ミルタザピンOD錠30mg「ニプロ」","1179051F4060","","","10.0","4.6"
"デュロキセチン錠20mg「ケミファ」","1179052F1023","","","8.5","5.4"
"デュロキセチン錠20mg「トーワ」","1179052F1031","","","8.5","5.4"
"デュロキセチン錠30mg「ケミファ」","1179052F2020","","","10.0","5.9"
"デュロキセチン錠30mg「トーワ」","1179052F2038","","","10.0","5.9"
"デュロキセチンOD錠20mg「ニプロ」","1179052F3026","","","9.7","5.2"
"デュロキセチンOD錠20mg「明治」","1179052F3034","","","9.6","5.2"
"デュロキセチンOD錠30mg「ニプロ」","1179052F4022","","","11.1","5.8"
"デュロキセチンOD錠30mg「明治」","1179052F4030","","","11.1","5.8"
"デュロキセチンカプセル20mg「DSEP」","1179052M1030","14.2","5.3","",""
"デュロキセチンカプセル20mg「アメル」","1179052M1073","14.2","5.3","",""
"デュロキセチンカプセル20mg「オーハラ」","1179052M1081","14.2","5.3","",""
"デュロキセチンカプセル20mg「ニプロ」","1179052M1138","14.1","5.2","",""
"デュロキセチンカプセル30mg「DSEP」","1179052M2037","15.8","5.8","",""
"デュロキセチンカプセル30mg「アメル」","1179052M2070","15.8","5.8","",""
"デュロキセチンカプセル30mg「オーハラ」","1179052M2088","15.8","5.8","",""
"デュロキセチンカプセル30mg「ニプロ」","1179052M2134","15.5","5.6","",""
"エスシタロプラム錠10mg「サワイ」","1179054F1057","","","10.1","3.3"
"エスシタロプラム錠10mg「トーワ」","1179054F1073","10.1","4.7","","3.3"
"エスシタロプラム錠10mg「日医工」","1179054F1081","","","10.1","3.3"
"エスシタロプラム錠10mg「ニプロ」","1179054F1090","10.1","4.7","","3.4"
"エスシタロプラム錠10mg「明治」","1179054F1103","","","","3.3"
"エスシタロプラム錠10mg「TCK」","1179054F1111","10.0","4.7","","3.3"
"エスシタロプラム錠20mg「サワイ」","1179054F2053","","","13.1","4.0"
"エスシタロプラム錠20mg「トーワ」","1179054F2070","13.1","6.1","","4.0"
"エスシタロプラム錠20mg「日医工」","1179054F2088","","","13.1","3.9"
"エスシタロプラム錠20mg「ニプロ」","1179054F2096","12.9","5.9","","4.1"
"エスシタロプラム錠20mg「明治」","1179054F2100","","","","4.1"
"エスシタロプラム錠20mg「TCK」","1179054F2118","12.9","5.9","","4.2"
"エスシタロプラムOD錠10mg「DSEP」","1179054F3025","10.4","4.9","","2.8"
"エスシタロプラムOD錠10mg「サワイ」","1179054F3033","","","7.0","2.7"
"エスシタロプラムOD錠10mg「トーワ」","1179054F3041","","","8.0","3.6"
"エスシタロプラムOD錠20mg「DSEP」","1179054F4021","13.1","6.2","","3.6"
"エスシタロプラムOD錠20mg「サワイ」","1179054F4030","","","9.0","3.3"
"エスシタロプラムOD錠20mg「トーワ」","1179054F4048","","","10.0","4.7"
"シクレスト舌下錠5mg","1179056F1021","","","12","3"
"シクレスト舌下錠10mg","1179056F2028","","","12","3"
"インチュニブ錠1mg","1179057G1021","","","7.1","4"
"インチュニブ錠3mg","1179057G2028","","","7.9","4"
"レキサルティ錠1mg","1179058F1020","","","6.1","2.7"
"レキサルティ錠2mg","1179058F2027","","","6.1","2.7"
"レキサルティOD錠0.5mg","1179058F3023","","","6","2.7"
"レキサルティOD錠1mg","1179058F4020","","","6","2.7"
"レキサルティOD錠2mg","1179058F5026","","","6","2.7"
"トリンテリックス錠10mg","1179060F1028","","","7.6","3.3"
"トリンテリックス錠20mg","1179060F2024","","","7.6","3.3"
"ラツーダ錠20mg","1179061F1022","","","6.1","2.9"
"ラツーダ錠40mg","1179061F2029","","","8.1","3.3"
"ラツーダ錠60mg","1179061F3025","13.3","5.7","","3.8"
"ラツーダ錠80mg","1179061F4021","12.2","6.9","","5.2"
"ピーエイ配合錠","1180109F1034","","","9.0","5.0"
"グラマリール錠25mg","1190004F1021","","","6.1","3.0"
"チアプリド錠25mg「サワイ」","1190004F1145","","","6.1","3.2"
"チアプリド錠25mg「JG」","1190004F1170","","","6.1","3.1"
"チアプリド錠25mg「NIG」","1190004F1200","","","6.1","3.0"
"グラマリール錠50mg","1190004F2028","","","7.1","3.4"
"チアプリド錠50mg「サワイ」","1190004F2133","","","7.1","3.3"
"チアプリド錠50mg「JG」","1190004F2168","","","7.1","3.5"
"チアプリド錠50mg「NIG」","1190004F2192","","","7.1","3.9"
"リルテック錠50","1190011F1021","10.1","5.1","","3.2"
"リルゾール錠50mg「AA」","1190011F1030","10.1","5.1","","3.2"
"リルゾール錠50mg「ニプロ」","1190011F1056","10.1","5.1","","3.2"
"ドネペジル塩酸塩錠3mg「DSEP」","1190012F1042","","","7.1","3.7"
"ドネペジル塩酸塩錠3mg「NP」","1190012F1085","","","7.1","3.3"
"ドネペジル塩酸塩錠3mg「TSU」","1190012F1107","","","6.1","2.7"
"ドネペジル塩酸塩錠3mg「アメル」","1190012F1123","","","6.1","2.7"
"ドネペジル塩酸塩錠3mg「オーハラ」","1190012F1131","","","7.1","3.7"
"ドネペジル塩酸塩錠3mg「杏林」","1190012F1158","","","7.1","3.4"
"ドネペジル塩酸塩錠3mg「サワイ」","1190012F1182","","","7.1","3.5"
"ドネペジル塩酸塩錠3mg「サンド」","1190012F1190","","","7.1","3.3"
"ドネペジル塩酸塩錠3mg「トーワ」","1190012F1239","","","6.1","2.9"
"ドネペジル塩酸塩錠3mg「日医工」","1190012F1247","","","7.1","3.3"
"ドネペジル塩酸塩錠3mg「明治」","1190012F1271","","","6.1","2.8"
"ドネペジル塩酸塩錠3mg「クニヒロ」","1190012F1328","","","7.1","3.7"
"ドネペジル塩酸塩錠5mg「DSEP」","1190012F2049","","","7.1","3.7"
"ドネペジル塩酸塩錠5mg「NP」","1190012F2081","","","7.1","3.3"
"ドネペジル塩酸塩錠5mg「TSU」","1190012F2103","","","6.1","2.7"
"ドネペジル塩酸塩錠5mg「アメル」","1190012F2120","","","7.1","3.3"
"ドネペジル塩酸塩錠5mg「オーハラ」","1190012F2138","","","7.1","3.7"
"ドネペジル塩酸塩錠5mg「杏林」","1190012F2154","","","7.1","3.4"
"ドネペジル塩酸塩錠5mg「サワイ」","1190012F2189","","","7.1","3.5"
"ドネペジル塩酸塩錠5mg「サンド」","1190012F2197","","","7.1","3.3"
"ドネペジル塩酸塩錠5mg「トーワ」","1190012F2235","","","7.1","3.2"
"ドネペジル塩酸塩錠5mg「日医工」","1190012F2243","","","7.1","3.3"
"ドネペジル塩酸塩錠5mg「明治」","1190012F2278","","","7.1","3.6"
"ドネペジル塩酸塩錠5mg「クニヒロ」","1190012F2324","","","7.1","3.7"
"ドネペジル塩酸塩OD錠3mg「NP」","1190012F3070","","","7.0","3.0"
"ドネペジル塩酸塩OD錠3mg「TCK」","1190012F3088","","","6.5","2.4"
"ドネペジル塩酸塩OD錠3mg「YD」","1190012F3096","","","6.5","2.4"
"ドネペジル塩酸塩OD錠3mg「ZE」","1190012F3100","","","7.0","3.0"
"ドネペジル塩酸塩OD錠3mg「アメル」","1190012F3118","","","8.0","3.3"
"ドネペジル塩酸塩OD錠3mg「杏林」","1190012F3134","","","6.5","2.4"
"ドネペジル塩酸塩OD錠3mg「サワイ」","1190012F3169","","","8.0","3.3"
"ドネペジル塩酸塩OD錠3mg「トーワ」","1190012F3207","","","7.0","3.2"
"ドネペジル塩酸塩OD錠3mg「日医工」","1190012F3215","","","7.0","3.0"
"ドネペジル塩酸塩OD錠3mg「明治」","1190012F3240","","","6.35","2.4"
"ドネペジル塩酸塩OD錠3mg「DSEP」","1190012F3274","","","8.0","3.3"
"ドネペジル塩酸塩OD錠3mg「オーハラ」","1190012F3290","","","8.0","3.3"
"ドネペジル塩酸塩OD錠3mg「サンド」","1190012F3312","","","7.6","2.7"
"ドネペジル塩酸塩OD錠3mg「テバ」","1190012F3320","","","8.0","3.4"
"ドネペジル塩酸塩OD錠3mg「クニヒロ」","1190012F3339","","","7.0","3.2"
"ドネペジル塩酸塩OD錠3mg「ニプロ」","1190012F3347","","","7.0","3.0"
"ドネペジル塩酸塩OD錠5mg「NP」","1190012F4076","","","7.0","3.0"
"ドネペジル塩酸塩OD錠5mg「TCK」","1190012F4084","","","8.0","2.7"
"ドネペジル塩酸塩OD錠5mg「YD」","1190012F4092","","","8","2.7"
"ドネペジル塩酸塩OD錠5mg「ZE」","1190012F4106","","","7.0","3.0"
"ドネペジル塩酸塩OD錠5mg「アメル」","1190012F4114","","","8.0","3.3"
"ドネペジル塩酸塩OD錠5mg「杏林」","1190012F4130","","","8.0","2.7"
"ドネペジル塩酸塩OD錠5mg「サワイ」","1190012F4165","","","8.0","3.3"
"ドネペジル塩酸塩OD錠5mg「トーワ」","1190012F4203","","","8.0","3.5"
"ドネペジル塩酸塩OD錠5mg「日医工」","1190012F4211","","","7.0","3.0"
"ドネペジル塩酸塩OD錠5mg「明治」","1190012F4246","","","8.0","2.6"
"ドネペジル塩酸塩OD錠5mg「DSEP」","1190012F4270","","","8.0","3.3"
"ドネペジル塩酸塩OD錠5mg「オーハラ」","1190012F4297","","","8.0","3.3"
"ドネペジル塩酸塩OD錠5mg「サンド」","1190012F4319","","","7.6","2.7"
"ドネペジル塩酸塩OD錠5mg「テバ」","1190012F4327","","","8.0","3.4"
"ドネペジル塩酸塩OD錠5mg「クニヒロ」","1190012F4335","","","7.0","3.2"
"ドネペジル塩酸塩OD錠5mg「ニプロ」","1190012F4343","","","7.0","3.0"
"ドネペジル塩酸塩錠10mg「DSEP」","1190012F5048","","","8.6","5.0"
"ドネペジル塩酸塩錠10mg「NP」","1190012F5080","","","8.6","4.4"
"ドネペジル塩酸塩錠10mg「TSU」","1190012F5110","","","7.6","3.6"
"ドネペジル塩酸塩錠10mg「アメル」","1190012F5145","","","8.6","4.7"
"ドネペジル塩酸塩錠10mg「オーハラ」","1190012F5153","","","8.6","4.9"
